SERIAL,NOMBRE_PRODUCTO,SEGMENTO,PROVEEDOR,RUBRO,SUB_CATEGORIA
8699141057060,CHOCOLATE BISCOLATA MOOD POTE 115 GR,MISCELANEOS,"DISTRIBUIDORA GLOBAL IMPORT 77, C.A",MISCELANEOS,COMESTIBLES
8691707097039,CHOCOLATE BISCOLATA ROLL NIRVANA 28 GR X UND,MISCELANEOS,"DISTRIBUIDORA GLOBAL IMPORT 77, C.A",MISCELANEOS,COMESTIBLES
8691707036014,CHOCOLATE OZMO EGG 20 GR X 1 UND,MISCELANEOS,"DISTRIBUIDORA GLOBAL IMPORT 77, C.A",MISCELANEOS,COMESTIBLES
7730969306907,DORIXINA FLEX 125MG/5MG X 10 TAB MEGALABS,FARMACIA,X,FARMACIA,RX
7591821210837,FARMA D 5000 UI X 10TAB FARMASA,FARMACIA,X,FARMACIA,OTC
7591196000095,"CLARIX SPRAY NASAL 0,05% X 15 ML",FARMACIA,X,FARMACIA,OTC
7591585470492,AMOXICILINA 500MG. X12 CAP GENVEN,FARMACIA,X,FARMACIA,RX
7598484001017,AMOXICILINA 500MG. X8 CAP QUIM-FAR,FARMACIA,X,FARMACIA,RX
0661799967167,PAÑALES PARA ADULTO MMLOT TALLA M X 8 PCS,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591020001519,OXOLAMINA JBE ADU X 120 ML GENCER,FARMACIA,X,FARMACIA,RX
7591002400767,PASTA VERMICELLI EXTRA ESPECIAL 1 KG PRIMOR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
8902297021909,FIN-AL-GRIP 50MG/5MG/10MG X 10 TAB DROTAFARMA,FARMACIA,X,FARMACIA,OTC
7591818715628,MIOVIT SOL INY/IM X 6 AMP COFASA,FARMACIA,X,FARMACIA,RX
B7703763752089,VITAMINA C (MANDARINA) 500MG X 10 TABLETAS LA SANTE,FARMACIA,X,FARMACIA,OTC
7597830001602,JERINGA 20 ML/CC C/AGUJA 21G X 1 1/2 GROSSMED X 1 UNID,FARMACIA,X,FARMACIA,RX
7509546651019,COLGATE LUMINOUS WHITE CARBON ACTIVADO 106GR,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
6972718560029,"TAMSULOSINA CLORHIDRATO  0,4 MG X30 TAB BLUE MEDICAL",FARMACIA,X,FARMACIA,RX
7592946001362,MAGNESIO GLICINATO CAP X 60 ARCOIRIS,FARMACIA,X,FARMACIA,OTC
7896321015051,CARAMELO FLORESTAL SURTIDOS BOLSA 250 GR,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
7594001100126,FUROSEMIDA TAB 40 MG X 12 PLUSANDEX,FARMACIA,X,FARMACIA,RX
7501058655035,COLADO DE PERA GERBER 100 GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7702010920615,JABON DE BAÃ‘O PROTEX (AVENA) 330 GR X 3 UND,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7591446001568,MALTIN POLAR LATA 355ML,MISCELANEOS,"CERVECERIA POLAR, C.A.",MISCELANEOS,COMESTIBLES
7597924000467,AGUA OXIGENADA VOL 20 120ML IPANEMA,MISCELANEOS,IMPORTADO/SAMAR,MISCELANEOS,BELLEZA
7597830003002,GASA ESTERIL 4X4 SOBRE X 2 UND GROSSMED,FARMACIA,X,FARMACIA,OTC
7591002400736,PASTA  EXTRA ESPECIAL DEDALES 1KG PRIMOR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7596914000432,CHICHA CON LECHE UHT 1 LITRO SAN SIMON,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7596914000364,LECHE EN POLVO COMPLETA 125 GR SAN SIMON,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7591196002792,AIRON TABM PED 5 MG X 30 TAB,FARMACIA,X,FARMACIA,RX
7597597000801,SHAMPOO BABY FINGER 200ML,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7591039505954,FLIPS DULCE DE LECHE LUNCH 28 GR,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7595826006761,COMPOTA DE DURAZNO 100 GR,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,BEBE
7591002700348,CALIFORNIA ATUN DESMENUZADO 140G,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7702006206815,REXONA WOMAN CLINICAL TUBO 30GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591112000130,COLADO DE FRUTAS TROPICALES  HEINZ 113 GR,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,BEBE
7592809000808,GALLETA TAKY TUBULAR VAINILLA 192 GR,MISCELANEOS,"DISTRIBUIDORA BERKANAN, C.A",MISCELANEOS,COMESTIBLES
7592809000815,GALLETA TAKY TUBULAR FRESA 192 GR,MISCELANEOS,"MAXY SWEET, C.A.",MISCELANEOS,COMESTIBLES
7591206003863,CHEETOS BOLIQUESO 80 GR,MISCELANEOS,"PEPSICO ALIMENTOS, S. C.A.",MISCELANEOS,COMESTIBLES
F000000000550,BOLSA DE HIELO,MISCELANEOS,"DISTRIBUIDORA DE HIELO JOSÃ‰ CARDOSO, C.A. (HIELO CARDOSO)",MISCELANEOS,COMESTIBLES
1180201389421,PAÑALES MIMLOT ADULT PANS  TALLA G X 8,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
1180201389438,PAÑAL MIMLOT ADULT PANTS TALLA XG X 7,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7591002300562,PERRARINA DOGOURMET ASADO NEGRO 4KG,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,HOGAR
7592349001020,DIHIDROLIP 10MG X 10TAB COMP VARGAS,FARMACIA,X,FARMACIA,RX
7592349722949,KETAZOL 2% CHAMPU 60ML.VARGAS,FARMACIA,X,FARMACIA,OTC
7591585561237,ASAPROL 81MG. X40 COMP LETI,FARMACIA,X,FARMACIA,RX
7591585111050,CARIBAN 10MG-10MG X30 COMP LETI,FARMACIA,X,FARMACIA,RX
7592710005008,MAGNESIO LIFE 500MG. X60 CAP,FARMACIA,X,FARMACIA,OTC
7591196006325,GAMPRES (BIMATOPROST 0.03%/ TIMOLOL 0.5%) 3 ML,FARMACIA,X,FARMACIA,RX
7591020080934,VALPIZOP10MG X 20TAB VALMORCA,FARMACIA,X,FARMACIA,RX
7501058655042,COMPOTA DE BANANA GERBER 100G,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591570000055,LIVING CREMA HIDRATANTE DESPIGMENTANTE 120ML LIVING,MISCELANEOS,"LIVING DERMOCOSMETICA CIENTIFICA, C.A.",MISCELANEOS,BELLEZA
7591570000017,LIVING BLOQUEADOR SOLAR UVA/UBV FPS 100 120ML,MISCELANEOS,"LIVING DERMOCOSMETICA CIENTIFICA, C.A.",MISCELANEOS,CUIDADO PERSONAL
7593255000312,ALCOHOL ANTISEPTICO CONCENTRADO AL 96% 120ML,FARMACIA,X,FARMACIA,OTC
A7707236127510,HIDROCORTISONA POLVO P/SOL INY  500MG X 1 AMP VITALIS,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7501033962585,PEDIALYTE SABOR A UVA 500ML ABBOTT,FARMACIA,X,FARMACIA,OTC
7591635000532,RINTI CHAMPU P/ CANINO  2400 CC,MISCELANEOS,DROGUERIAS,MISCELANEOS,HOGAR
7591002200190,SEMILLAS NUTRITIVAS  500 GR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7591838000025,GERDEX X 240 ML CALIDAD RODENEZA,FARMACIA,X,FARMACIA,OTC
7592454003667,TIOCOLCHICOSIDO  4MG X 10 TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7703763752089,VITAMINA C (MANDARINA) 500MG X 100 TABLETAS LA SANTE,FARMACIA,X,FARMACIA,OTC
7597758000060,OMEFLUX CAPS 20 MG X 10 TAB ALESS,FARMACIA,X,FARMACIA,RX
7591956110217,AGUA OXIGENADA 120 ML EL GUARDIAN,FARMACIA,X,FARMACIA,OTC
7594001101420,SILDEX TABL RECUB. 50 MG X 2TAB PLUS ANDEX,FARMACIA,X,FARMACIA,RX
7594001101413,SILDEX TABL RECUB. 50 MG X 1 TAB PLUSANDEX,FARMACIA,X,FARMACIA,RX
7594001101123,IBUPROFENO 400 MG X 10TAB  PLUSANDEX,FARMACIA,X,FARMACIA,OTC
7591585278166,AMLODIPINA TABL 5 MG X 30TAB LETI,FARMACIA,X,FARMACIA,RX
7591585174581,CETIRIZINA TABL RECUB. 10 MG X 10 TAB LETI,FARMACIA,X,FARMACIA,RX
7597597003345,DETERGENTE PERLAS BLANQUEADOR ALIVE 500 GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,HOGAR
8904250520917,DANI CIPROTERONA MAS ETINILESTRADIOL 2MG 35MCG CAJA X 21 TAB TIARES,FARMACIA,X,FARMACIA,RX
7591585111661,CANFIR LP 750 MG X 30 COMP - LETI,FARMACIA,X,FARMACIA,RX
7597597003338,DETERGENTE BLANQUEADOR PERLAS BLANQUEADORA ALIVE 1 KG,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,HOGAR
7891097102042,LECHE DOBON 200G,MISCELANEOS,"DISTRIBUIDORA DAMASCA 2013,C.A",MISCELANEOS,COMESTIBLES
7451107020010,"BELARA 2MG-0,03MG. X21 TAB",FARMACIA,X,FARMACIA,RX
7591619501048,ACIDO FOLICO 10MG SOL INY I.M. X 3 AMP. KLINOS,FARMACIA,X,FARMACIA,RX
7591002000288,PASTA CORTA PLUMITAS PRIMOR 500 GR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7702010920622,JABON EN BARRA PROTEX FRESH 330GR X 3UND,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7591014013597,LECHE EN POLVO CAMPINA 200 GR,MISCELANEOS,"INDUSTRIA LACTEA VENEZOLANA (INDULAC), C.A.",MISCELANEOS,COMESTIBLES
7509546000350,CREMA COLGATE TRIPLE ACCION 150 ML,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
B8906005116956,IBUPROFENO 800MG BLISTER X 10 DROTAFARMA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
S7591062013303,LIOLACTIL (LACTOBACILLUS  RAMNHOSUS) X 1SOBRE 1.5 ELMOR,FARMACIA,X,FARMACIA,RX
7591353515202,PAÑAL P/ADULTO SECUREZZA COMFORT(TALLA L X 6 UNID),MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7591353515103,PAÑALES P/ADULTO SECUREZZA COMFORT ( TALLA M X 6 UNID),MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
8993379108021,JABON DE BAÃƒâ€˜O ANITA AGUACATE 80GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7598677000391,CILOSTAZOL 50MG X 30 TAB. CLEO PHARMA,FARMACIA,X,FARMACIA,RX
7751940001321,HIRUDOID POMADA X 40 GR CIFARMA,FARMACIA,X,FARMACIA,OTC
7598176000298,NIMODIPINA 30MG X 30 TAB ANGELUS,FARMACIA,X,FARMACIA,RX
720524031136,OXCARBAZEPINA 300M X 30 TAB LATTAN,FARMACIA,X,FARMACIA,RX
3582910028031,CLEXANE ENOXAPARINA SODICA SOLUCION INYECTABLE 60MG/0.6ML X 2 JERINGAS PRELLENADAS SANOFI,FARMACIA,X,FARMACIA,RX
7751940001307,HIRUDOID GEL X 40 GR CIFARMA,FARMACIA,X,FARMACIA,OTC
7597597004021,CEPILLO DENTAL ALIDENT PRO WHITE 3 EMPAQUE FAMILIAR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7596526000493,ARTROVIT GEL 120GR NATURLIFE,FARMACIA,X,FARMACIA,OTC
7591620532031,PALITOS CHOCOLATE XL 150G DANIBISK,MISCELANEOS,"DISTRIBUIDORA BERKANAN, C.A",MISCELANEOS,COMESTIBLES
A7707236121884,DEXAMETASONA FOSFATO 4MG/1ML X 1 AMP VITALIS,FARMACIA,X,FARMACIA,RX
1121508537,VITAOVULOS X 4 OVULOS (ACEITE OZONIZADO),FARMACIA,SIN DATA,SIN DATA,SIN DATA
7597758000619,CLOPIDOGREL 75MG X 30 TABLETAS ALESS,FARMACIA,X,FARMACIA,RX
7597758000626,"TAMSULOSINA (LIBERAC.PROLONG) 0,4MG X 30CAPS",FARMACIA,X,FARMACIA,RX
7591112460842,MOSTAZA PREPARADA HEINZ 113GR,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7591112000079,COLADO DE FRUTAS TROPICALES HEINZ 186GR,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,BEBE
7591196002112,BUDECORT 200 MCG/ DOSIS OFTALMI,FARMACIA,X,FARMACIA,RX
S7598252000709,DIISFLOR 5 BILLONES 1.3G X 1 DISTRILAB,FARMACIA,X,FARMACIA,RX
7598252000754,DISCRALFAT SUCRALFATO SUSP 1GR/5ML X 150ML DISTRILAB,FARMACIA,X,FARMACIA,RX
7591243812398,DI EUDRIN 12.5MG X 30 TAB BIOTECH,FARMACIA,X,FARMACIA,RX
7509546676142,SUAVIZANTE SUAVITEL FRESCA PRIMAVERA 180ML,MISCELANEOS,SUPERMARKETS VICTORI LIN C.A,MISCELANEOS,HOGAR
7592454153911,KLAFENAC R 100MG X 10 TAB PHARMETIQUE,FARMACIA,X,FARMACIA,RX
7591016855447,SAMBA  GALLETA FRESA 16 GR,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,COMESTIBLES
7702010631191,CEPILLO DENTAL COLGATE TRIPLE ACCION X 1 UND,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7591519001655,AMLODIPINA 5 MG X 30 TAB CALOX,FARMACIA,X,FARMACIA,RX
7703763169405,"AIREX 0,05% X 15ML LA SANTE",FARMACIA,X,FARMACIA,OTC
75971298,TAZILIM 4-0.5G AMP IV/IM ALESS PHARMACEUTICALTAZILIM 4-0.5G AMP IV/IM ALESS PHARMACEUTICAL,FARMACIA,X,FARMACIA,RX
7597758000824,ESOFLUX  40MG PVO INY AMP X 1 AMP ALESS,FARMACIA,X,FARMACIA,RX
7593090001215,SULIXTRA DUO 0.4 MG X 10 CAP,FARMACIA,X,FARMACIA,RX
7591585213549,AMPROVIL 0.5MG X 20 CAP LETI,FARMACIA,X,FARMACIA,RX
7591585475633,CARVEDILOL 6.25 MG X 15 COMP GENVEN,FARMACIA,X,FARMACIA,RX
7702010920820,JABON DE BAÃ‘O PROTEX LIMP PROFUNDA 3 X 110 GR,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7592454001793,XEROGRAX (ORLISTAT) 120GR X 60 CAP PHARMETIQUE,FARMACIA,X,FARMACIA,RX
7596526001353,MAGNEVIT 500MG X 30 CAP,FARMACIA,X,FARMACIA,OTC
020800753067,PEPTO-BISMOL 118ML FARMA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7702035432117,LISTERINE COOL MINT X 180ML ENJUAGUE BUCAL,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7598578000025,AMOXICILINA DAC 500MG X 10 CÁPSULAS,FARMACIA,X,FARMACIA,RX
7594001101734,TIOCHAX PLUS 400 / 4MG X 10TAB PLUSANDEX,FARMACIA,X,FARMACIA,RX
8906082151550,PREGABALINA 75MG. X30 CAPSULAS PHARMARIS,FARMACIA,X,FARMACIA,RX
8906082151567,QUETIAPINA 100MG. X30 TABLETAS PHARMARIS,FARMACIA,X,FARMACIA,RX
8906082151574,QUETIAPINA 25MG. X30 TAB PHARMARIS,FARMACIA,X,FARMACIA,RX
7908020502586,"LINOFEME 0,15MG/0,03MG X 21 COMP CIFARMA",FARMACIA,X,FARMACIA,RX
7703153041205,VAXIDUO 100MG / 400MG  CAPS BLANDA VAGINAL  X 7 (CLINDAMICINA / KETOCONAZOL) VIVAX,FARMACIA,X,FARMACIA,RX
7598578000445,CEFIXIMA 400MG X 10 TABLETAS DISPERSABLES DAC,FARMACIA,X,FARMACIA,RX
7598578000636,ESOMEPRAZOL DAC 40MG X 20 CÁPSULAS,FARMACIA,X,FARMACIA,RX
7592349001129,ATROVERAN TAB/REC 10 MG X 10,FARMACIA,X,FARMACIA,RX
7592349722161,ATROVERAN GOTAS REFORMULADO X 15 ML,FARMACIA,X,FARMACIA,RX
7796285053468,CRISPLUS 120MG X 30 TAB,FARMACIA,X,FARMACIA,RX
7598252000280,DIANIDID( LECARDIPINA) 10 MG X 10 TAB,FARMACIA,X,FARMACIA,RX
652931974259,MEROPENEM 1G EL MORRO X 1VIAL,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598578000117,CLONEDAC ( CREMA ) 20 GR DAC55,FARMACIA,X,FARMACIA,RX
7598578000247,IBUPRO- TIOCOLDAC 600 MG - 4 MG X 10 TAB DAC 55,FARMACIA,X,FARMACIA,RX
7598578000179,OMEPRAZOL 20 MG X 20 CAP DAC55,FARMACIA,X,FARMACIA,RX
7593090001413,FRONT 2 X 7 CAP ( KETOCONAZOL 400 MG / CLINDAMICINA 100 MG )  FC LABORATORIOS,FARMACIA,X,FARMACIA,RX
7596914000548,CHICHA SAN SIMON POLVO 250 GR,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7591096000102,MATERNAVIT CAPSULAS BLANDAS X30TAB MEDIFARM,FARMACIA,X,FARMACIA,OTC
7591020009232,QUETIVAL 25MG X 30TAB VALMOR,FARMACIA,X,FARMACIA,RX
7591020009218,QUETIVAL 100MG X 30 TAB VALMOR,FARMACIA,X,FARMACIA,RX
7702425267282,PAÃ‘ALES HUGGIES ACTIVE SEC TALLA RN X 25 UND,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,BEBE
7592809000839,GALLETA MARIA INAICA CHOCOLATE TUBO 150GR,MISCELANEOS,"MAXY SWEET, C.A.",MISCELANEOS,COMESTIBLES
7897426030642,GALLETAS GLUB CHOCOLATE 100 GR,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
7592349723595,FOSFOLIT 21.6G-8.1/45ML 45ML,FARMACIA,X,FARMACIA,RX
7591112156455,COLADO POUCH HAINZ FRUTAS MIXTAS 113GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591112156479,COLADO POUCH HAINZ BANANA 113GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591201353123,HARINA  DE TRIGO LEUDANTE LA PAMPA 920 GR,MISCELANEOS,"AGROMAYOR TOCUYITO,C.A",MISCELANEOS,COMESTIBLES
7591031000884,GOLDEN MANZANA 1LT,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591002300784,SUPERCAN CACHORROS SABOR CARNE Y CEREALES 2KG,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,HOGAR
7591519000689,RIFAXIMINA 200MG X 10 TAB REC CALOX,FARMACIA,X,FARMACIA,RX
7591519004144,ACETAMINOFEN 500MG X 10 TAB CALOX,FARMACIA,X,FARMACIA,OTC
7509546072531,CEPILLO DENTAL COLGATE 360 TOTAL 12,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7591031000952,REFRESCO GOLDEN KOLITA 1L,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591031001003,REFRESCO 7UP 1L,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591585373458,ATORVASTATINA 40 MG X 30 TAB GENVEN,FARMACIA,X,FARMACIA,RX
7591585116178,ALIVET GRAN 1 SOBRE/10G LIMON GENVEN,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591585177353,LORATADINA 10MG X 10TAB GENVEN,FARMACIA,X,FARMACIA,RX
7591585277602,IBUPROFENO 400MG X 10TAB GENVEN,FARMACIA,X,FARMACIA,OTC
7591002300777,SUPER CAN CACHORROS 4KG,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,HOGAR
7591164000096,TIP TOP  CHOCOLATE 96 GR,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
720524031099,TIZANIDINA 2MG X 30TAB LATTAN MEDIC,FARMACIA,X,FARMACIA,RX
7597597003796,BABY FINGER PAÃ‘AL G X 10 UND,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7591821210714,ARANDA 5MG/100MG X 10 CAP FARMA S.A,FARMACIA,X,FARMACIA,RX
7591821210820,BETADINE 7.5% (IODO POVIDONA ) 180 ML FARMA S.A,FARMACIA,X,FARMACIA,OTC
7591585216175,ALIVET GRANULADO DIA/NOCHE  LIMON X 1 SOBRE LETI,FARMACIA,X,FARMACIA,OTC
7703454122993,STAMIL FORTE 20 TAB  FARMA S.A,FARMACIA,X,FARMACIA,RX
7591141410047,INFUSION DULCE SUENO MCCORMICK 20UND,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7592454153300,LORATADINA 10MG X 10 TAB LA SANTE,FARMACIA,X,FARMACIA,RX
6970506201550,BABY FINGER PAÑAL RN X 10 UNID,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597003772,PAÑAL BABY FINGER P X 10 UNID,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597003789,PAÑAL BABY FINGER M X 10 UNID,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597003321,DETERGENTE EN POLVO ALIVE FLORAL 500 GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,HOGAR
7597597003802,BABY FINGER PAÃƒâ€˜AL XG X 10 UND,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7702035431110,ENJUAGUE BUCAL LISTERINE ORIG X 500ML,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7591196006356,CORTYNASE 0.05% SUSPENSIÓN NASAL 80 DOSIS,FARMACIA,X,FARMACIA,RX
7730969306891,MIGRADORIXINA 125MG/1MG X 10 TAB  ROEMMERS,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7597830005600,VENDA ELASTICA AJUSTABLE MAX BLANCA CON CLIP 15CM X 4M GROSSMED,FARMACIA,X,FARMACIA,OTC
7597830005624,VENDA ELASTICA AJUSTABLE MAX BLANCA CON CLIP 20CM X 4M GROSSMED,FARMACIA,X,FARMACIA,OTC
7501058636584,LECHE INFANTIL NAN OPTIPRO 0-6MESES X 400GR,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,BEBE
7622210956163,CHOCOLATE OREO BROWNIE MILKA 100G,MISCELANEOS,IMPORTADO/SAMAR,MISCELANEOS,COMESTIBLES
3045140105502,CHOCOLATE ALPINE MILK MILKA 100G,MISCELANEOS,IMPORTADO/SAMAR,MISCELANEOS,COMESTIBLES
7501033962592,SUERO PEDIALYTE ZINC 60MEQ COCO 500 ML ABBOT,FARMACIA,X,FARMACIA,OTC
7591585373441,ATORVASTATINA 20MG X 30 COMP GENVEN,FARMACIA,X,FARMACIA,RX
7591619000657,COROPRES 32 X 10 COMP MEGALABS,FARMACIA,X,FARMACIA,RX
7509546677019,JABON DE BAÃ‘O PALMOLIVE AVENA Y AZUCAR MORENA 110GR,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
196852644438,MEDROXIPROGESTERONA 150MG/ML I.M X AMP (DEPOFEM),FARMACIA,X,FARMACIA,RX
7598252101291,METRONIDAZOL 250MG/5ML SUSP PED 100ML DISTRILAB,FARMACIA,X,FARMACIA,RX
7591585219008,"TAMOSTIN 0,4MGX20 CAP LP (TAMSULOSINA) LETI",FARMACIA,X,FARMACIA,RX
7500435143189,DESODORANTE BARRA COTTON 45GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7598578000582,MUPIROCIN UNG 30G DAC 55,FARMACIA,X,FARMACIA,RX
7598578000308,TIOCOLCHICÓSIDO DAC 4MG X 10 TAB DAC 55,FARMACIA,X,FARMACIA,RX
7598578000599,TRIMEBUTINA 200MG X 10 TAB REC DAC 55,FARMACIA,X,FARMACIA,RX
7598578000292,AMOXICILINA- ACIDO CLAVULANICO 875MG/125MG DACC55 X10 TABLETAS,FARMACIA,X,FARMACIA,RX
7598252001331,DISTROVIT X 30 CAP DISTRILAB,FARMACIA,X,FARMACIA,RX
7592803002532,DROPIL 100 MG X 40 COMPRIMIDOS DOLLDER,FARMACIA,X,FARMACIA,RX
7591133000720,PAN BLANCO HOLSUM 420GR,MISCELANEOS,"PANIFICACION, ALIMENTACION Y NUTRICION DABAJURO, C.A. (PANDA, C.A.)",MISCELANEOS,COMESTIBLES
7591133000751,PAN INTEGRAL HOLSUM 420GR,MISCELANEOS,"PANIFICACION, ALIMENTACION Y NUTRICION DABAJURO, C.A. (PANDA, C.A.)",MISCELANEOS,COMESTIBLES
7702018072439,AFEITADORA VENUS UND,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7702018880409,AFEITADORA GILLETTE 3H DE RISTRA X 1 UNID,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7500435154420,AFEITADORA GILLETTE DOBLE HOJILLA ULTRA GRIP X UND,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7599450000089,CARAOTAS NEGRAS AMANECER 400 GR,MISCELANEOS,"ITC DISTRIBUCIONES CENTRO, C.A",MISCELANEOS,COMESTIBLES
7599450000072,LENTEJAS AMANECER  400 GR,MISCELANEOS,"ITC DISTRIBUCIONES CENTRO, C.A",MISCELANEOS,COMESTIBLES
7592809000846,GALLETA TUBULAR PREMIUM MANTECADO TAKY 192GR (026020),MISCELANEOS,"MAXY SWEET, C.A.",MISCELANEOS,COMESTIBLES
7591151052220,CAPRI PASTA PREMIUM ÑOQUI 500 GR,MISCELANEOS,"PASTAS CAPRI, C.A.",MISCELANEOS,COMESTIBLES
7500435160674,GILLETE BOLSA PB X 5 UNID,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7591112000147,COLADO DE MELOCOTON HEINZ 113GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7594000753866,AZUCAR REFINADO 900G 100 PORCIENTO,MISCELANEOS,LUNA DISTRIBUCIONES MASIVA C.A.,MISCELANEOS,COMESTIBLES
