SERIAL,NOMBRE_PRODUCTO,SEGMENTO,PROVEEDOR,RUBRO,SUB_CATEGORIA
7896699300858,LECHE PURELAC 200G,MISCELANEOS,SUPERMARKETS VICTORI LIN C.A,MISCELANEOS,COMESTIBLES
7597597004106,CREMA DENTAL ALIDENT ALIENTO FRESCO GEL VERDE 75G,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7597597004144,CREMA DENTAL ALIDENT C/BLANQUEADOR  75G,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7597597004090,CREMA DENTAL ALIDENT ALIENTO FRESCO GEL AZUL  75G,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7597597004168,CREMA DENTAL ALIDENT SENSITIVE  75G,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
0718603108121,PAPEL HIG MIMLOT 300H,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
0718603108138,PAPEL HIG MIMLOT 400H,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
718603108145,PAPEL HIG MIMLOT 600H,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,HOGAR
7702006206808,DESODORANTE CREMA CLINICAL REXONA MEN,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7896699300865,LECHE PURELAC 400G,MISCELANEOS,SUPERMARKETS VICTORI LIN C.A,MISCELANEOS,COMESTIBLES
7622202228735,OREO FUDGE OW 6S 156GR MONDELEZ,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7622202213670,GALLETA OREO OW 6S CHOCOLATE 192GR,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7622202213700,GALLETA OREO OW 6S VAINILLA 192GR,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7622202213618,GALLETA OREO VAINILLA TUBULAR 96GR,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7595826006921,COMPOTA DE  MANGO 100 GR OSOLE,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,BEBE
7702425712072,KOTEX LINER LARGO 48 UNID,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
78923454,REXONA DEO ROLLON V8 50ML,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7702006208222,JABON LUX BOTANICALS ROSAS FRANCESAS 110G,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7592433002124,LECHE SEMIDESCREMADA 400GR GENICA,MISCELANEOS,"GENERAL DE ALIMENTOS NISA, C.A.",MISCELANEOS,COMESTIBLES
7592803001023,VIZERUL 300MG X 10 COMPRIMIDOS DOLLDER,FARMACIA,X,FARMACIA,RX
7597830002197,ROLLO DE GASA NO ESTERIL 100 YD GROSSMED,FARMACIA,X,FARMACIA,OTC
7592632105527,TAPA AMARILLA LAVAPLATOS CREMA LIMON/SABILA 250G 1,MISCELANEOS,INDUSTRIA TAPA AMARILLA C.A.,MISCELANEOS,HOGAR
7591585175892,VALSARTAN CAP 160 MG X 7 GENVEN,FARMACIA,X,FARMACIA,RX
7591619001074,DORIXINA FLEX 125MG+5MG X 20TAB MEGALABS,FARMACIA,X,FARMACIA,RX
7598176000069,TAMSULOSINA 0.4MG X 30 TAB ANGELUS,FARMACIA,X,FARMACIA,RX
7595481000456,BARRA DERMOLIMPIADORA  BIOS LIMPIEZA FACIAL 90 GR,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7595481000425,BARRA DERMOLIMPIADORA  BIOS MAX PRO 80 GR,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
8902297025037,BACIGERMINA PLUS SUSP ORAL X 1 AMP 5ML SAGA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
646824206046,COLAGENO CON VITAMINA C 450MG-10MG. X30 CAPSULAS NATURAL SYSTEMS,FARMACIA,X,FARMACIA,OTC
7591473005393,HARINA DE MAIZ BLANCA MARY 900GR,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
8993379260217,JABON DE TOCADOR  ANITA 125 AVOCADO EXTRACT,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
8993379260224,JABON DE TOCADOR  ANITA 125 PEARL EXTRACT,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
8993379260231,JABON DE TOCADOR  ANITA 125 ALMOND EXTRACT,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7702425152540,TOALLAS FEMENINAS KOTEX ESENCIAL X 8 UNID,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7702006405737,JABON ANTIBACTERIAL REXONA FRESH 3 UNDS X 110 GR,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7622202015212,HALL STRONG LYPTUS,MISCELANEOS,SUPERMARKETS VICTORI LIN C.A,MISCELANEOS,COMESTIBLES
75080136,DESODORANTE DOVE STICK ORIGINAL 50GR,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7891150025998,JABóN EN BARRA BABY DOVE HIPOALERGéNICO HUMECTACIóN SENSIBLE 75GR,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7702425805316,TOALLAS SANITARIAS KOTEX NOCTURNA EXTRA LARGAS CON ALAS X 16 UND,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7702425808041,TAMPONES DIGITALES KOTEX MEDIO X 12 UND,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7702006405706,JABóN DE BANO REXONA ANTIBACTERIAL LIMPIEZA PROFUNDA 3 X 110GR,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7791848251114,LICUAGEN CILOSTAZOL 100MG ELEA X 30 COMPRIMIDOS,FARMACIA,X,FARMACIA,RX
7622201765088,TRIDENT MENTA 1.5GR X UND,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7622201765156,TRIDENT SANDIA 1.5 GR X UND,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7622201764999,TRIDENT YERBA 1.5GR X UND,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7702006405690,JABON ANTIBACTERIAL LIMPIEZA PROFUNDA REXONA 110GR,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7592396005484,LECHE DESLACTOSADA ESTERILIZADA NATULAC 946 CM3,MISCELANEOS,INDUSTRIAS MAROS C.A (NATULAC),MISCELANEOS,COMESTIBLES
7591151052145,PASTA CAPRI PREMIUM RIGATONI 500GR,MISCELANEOS,"PASTAS CAPRI, C.A.",MISCELANEOS,COMESTIBLES
7591151000290,ACEITE DE OLIVA EXTRA VIRGEN CAPRI 500ML,MISCELANEOS,"PASTAS CAPRI, C.A.",MISCELANEOS,COMESTIBLES
8697420538521,TOALLAS HUMEDAS P/BEBE MIMLOT FRESH X 25PCS,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,BEBE
8697420538453,TOALLAS HUMEDAS P/ BEBE MIMLOT X 100 FRESH,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,BEBE
7622201387297,GALLETA SORBETICO FRESA FAMILIAR 105GR MONDELEZ,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7597317230143,AZUCAR REFINADA ALVARIGUA 1KG,MISCELANEOS,"ALIMENTOS ALVARIGUA, C.A",MISCELANEOS,COMESTIBLES
7592454002554,IRBESARTAN TAB 150MG X 30 LA SANTE,FARMACIA,X,FARMACIA,RX
7591243803754,BEPROSPEN 7MG/ML INY X 1 AMP,FARMACIA,X,FARMACIA,RX
7591061640463,AMY SEC TH 24P 99% AGUA,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,BEBE
7591353516308,CHICCO PAÑAL DE NIÑO XG REG PHARSANA,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,BEBE
7591353690046,SECUREZZA CLASSIC M LLEVE 20 PAGUE 16,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7591353690084,SECUREZZA CLASSIC L LLEVA 20 PAGUE 16,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7591353690053,SECUREZZA COMFORT M LLEVA 20 PAGUE 16,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7591353700066,SIEMPRE SECO PROTECTOR DE CAMA,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7591353690077,SECUREZZA COMFORT L LLEVA 20 PAGUE 16,MISCELANEOS,"PHARSANA DE VENEZUELA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7509546060477,DESODORANTE ROLL ON LSS PAWDER FRESH 50ML,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7509546680415,FABULOSO FRESCURA ACTIVA 500ML,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,HOGAR
7591151111040,CAPRI PASTA ESP. LINGUINI 500 GRS,MISCELANEOS,"PASTAS CAPRI, C.A.",MISCELANEOS,COMESTIBLES
7592611000690,CARAOTA NEGRA VICONE 400GR,MISCELANEOS,"GRANOS VICONE, C.A",MISCELANEOS,COMESTIBLES
7592611000683,LENTEJA VICONE 400GR,MISCELANEOS,"GRANOS VICONE, C.A",MISCELANEOS,COMESTIBLES
7509546055152,COLGATE CEPILLO DENTAL 360 LUMINOUS WHITE MEDIO PACK X2 UNIDS,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7597830002340,SUTURA VICRYL 1 (POLIGLACTINA 910) 1-0 1/2 36MM 70CM REF 341 X 1 UNID ARIZI,FARMACIA,X,FARMACIA,RX
7598084000960,PROTECTOR SOLAR FACIAL SKINSEPT 50GR,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7592396005774,LECHE LIQUIDA ENTERA NATULAC 473ML,MISCELANEOS,INDUSTRIAS MAROS C.A (NATULAC),MISCELANEOS,COMESTIBLES
7599700001040,CENTRUNEX CON GINSENG + GINKGO BILOBA X 60 TAB FITOSANA,FARMACIA,X,FARMACIA,OTC
7599700000609,COMPLEJO B X 60 TABLETAS,FARMACIA,X,FARMACIA,OTC
7599700000159,CASTAÑA DE INDIA 480MG X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,OTC
7599700000166,CENTELLA ASIATICA 480MG X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,OTC
7599700001057,CENTRUNEX SILVER X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,OTC
7599700000234,CITRATO DE POTASIO  X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,RX
7599700000326,GINKGO BILOBA 300MG X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,OTC
7592316000964,ARROZ DOÑA ALICIA TIPO I 900GR,MISCELANEOS,"AGROPECUARIA LOS SILITOS, C.A.",MISCELANEOS,COMESTIBLES
7599700001149,MAGNESIO + MELATONINA X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,OTC
7599700001231,RESVERATROL X 60 TABLETAS FITOSANA,FARMACIA,X,FARMACIA,OTC
7599700001279,CITRATO DE MAGNESIO X 60 CAP,FARMACIA,X,FARMACIA,OTC
7500435155847,SHAMPOO PANTENE BAMBú 400ML,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7500435019811,SHAMPOO 2 EN 1 SUAVE Y MANEJABLE 180ML HEAD & SHOULDER,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7500435191425,SHAMPOO COLAGENO 300ML PANTENE,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7591164000461,GALLETA CHARMY BROWNIE 192GR,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7597417000820,PASTA MARY SUPERIOR VERMICELLI 500GR,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7591164000515,GALLETA CHARMY CHOCOMANIA 192GR,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7597417000707,HARINA DE TRIGO MARY LEUDANTE 900G,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
099176922391,JABON PROTEX ALOE 3 X 110GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7891024034767,JABON PALMOLIVE OLIVA Y ALOE 85G,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7702010223600,LIMPIADOR AJAX NARANJA-LIMON 1L,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,HOGAR
7591016204559,CERELAC NESTLE 100GR,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,COMESTIBLES
LIQUICOVER2,PRODUCTOS COVERGIRL VARIADOS,MISCELANEOS,IMPORTADO/SAMAR,MISCELANEOS,BELLEZA
7592454001106,ATENOLOL 100MG  X 30 TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7591519000948,ATAMEL FORTE  650MG X 10 TAB CALOX,FARMACIA,X,FARMACIA,OTC
U17598981003634,COMPRESA DE GASA ESTéRIL. 10CM X 20CM. X UNIDAD,FARMACIA,X,FARMACIA,OTC
7591031004615,REFRESCO GOLDEN PIñA 1LT,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7501098608794,NEXIUM 10MG.GRAN.PSO X1S,FARMACIA,X,FARMACIA,RX
7501384548308,LEVODOPA CARBIDOPA PSICOFARMA 250MG-25MG X30 TABLETAS,FARMACIA,X,FARMACIA,RX
7595368004225,LETALOP 200MG. X30 COMPRIMIDOS (QUETIAPINA),FARMACIA,X,FARMACIA,RX
733739004758,INOSITOL 500MG. SUPLEMENTO DIETETICO X100 CAPSULAS VEGETALES NOW FABRICANTE NOW FOODS,FARMACIA,X,FARMACIA,OTC
788070698654,"SOLFEM X5 OVULOS VAGINALES (METRONIDAZOL 500MG. + NISTATINA 100.000UI + GENTAMICINA 2,5MG. +LIDOCAINA 57,77MG.) FABRICANTE SCAVONE HNOS, S.A.",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7750778000865,"SYSTALAN ULTRA SOLUCION OFTALMICA 10ML.(POLIETILENGLICOL 0,4%-PROPILENGLICOL 0,3%)",FARMACIA,X,FARMACIA,RX
7707355054209,"TIROXIN 125MCG. X50 TABLETAS (LEVOTIROXINA SODICA) SIEGFRIED, S.A.S",FARMACIA,X,FARMACIA,RX
724373531052,TERMISUR 80MG. (TELMISARTAN ) X30 COMPRIMIDOS RECUBIERTOS,FARMACIA,X,FARMACIA,RX
196852522460,MAITE 50MG/5MG.(NORETISTERONA ENANTATO/ESTRADIOL VALERATO) SOLUCION INYECTABLE I.M. 1ML. X1 AMPOLLA TIARES MONTAGE LABORATORIOS PVT.LTD,FARMACIA,X,FARMACIA,RX
7592803004116,"CINAREN 25MG. X30 COMPRIMIDOS (CINNARIZINA)  ESPECIALIDADES DOLLDER, C.A.",FARMACIA,X,FARMACIA,RX
720524031013,NIFEDIPINA 20MG. X30 TABLETAS LATTAN  LARK LABORATORIES LTD.,FARMACIA,X,FARMACIA,RX
7590027002673,QUETIAPINA 25MG. X30 COMPRIMIDOS SPEFAR,FARMACIA,X,FARMACIA,RX
7590027002819,HIDROCLOROTIAZIDA 25MG. X20 COMPRIMIDOS LABORATORIOS SPEFAR,FARMACIA,X,FARMACIA,RX
7598869000567,NIFEDIPINA 20MG. X30 TABLETAS DE LIBERACION PROLONGADA NIO PHARMACEUTICA,FARMACIA,X,FARMACIA,RX
7592454004077,TALYSTOR 20MG.(TADALAFILO) X1 TABLETA MASTICABLE PHARMATIQUE LA SANTE,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7592637007901,LEVOTEC SOLUCION PARA INFUSION IV 750MG.150ML(LEVOFLOXACINA),FARMACIA,X,FARMACIA,RX
7500435191586,ACONDICIONADOR PANTENE COLAGENO 250ML,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
S7501098608794,NEXIUM 10MG. GRANULOS GASTRO-RESISTENTES PARA SUSPENSION ORAL  X SOBRES (ESOMEPRAZOL),FARMACIA,X,FARMACIA,RX
7591821210851,NEBLUM ( SACUBITRILO + VALSARTAN ) 50 MG X 30 TAB ( FARMA ),FARMACIA,X,FARMACIA,RX
7703332003031,KETOCONAZOL 2% CHAMPU FCO X 100 ML (KETOMED),FARMACIA,X,FARMACIA,RX
7592601200307,METREN SUSPENSION  250MG-5ML X  120ML SIEGFRIED,FARMACIA,X,FARMACIA,RX
7592498000721,HARINA DE MAIZ BLANCO SANTONI 900G,MISCELANEOS,"INPROA SANTONI, C.A",MISCELANEOS,COMESTIBLES
7591585319005,"TAMOSTIN 0,4MG.(TAMSULOSINA) X10 CAPSULAS DE LIBERACION PROLONGADA  LETI",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598986003625,ATUN LOMO PREMIUM EN AGUA TIGO LATA 160G,MISCELANEOS,"CORPORACION R3 (TIGO), C.A.",MISCELANEOS,COMESTIBLES
7599740000041,JABON INTIMO INTYLACT CON ACIDO LACTICO FRAGANCIA FLORAL 220ML.,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7599740000034,JABON INTIMO INTYLACT CON ACIDO LACTICO FRAGANCIA ARANDANO 220ML.,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7599740000027,JABON INTIMO INTYLACT  CON ACIDO LACTICO FRAGANCIA MANZANILLA 220ML.,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7592349001723,"ANTIFOM 80MG/ML.(SIMETICONA) SUSPENSION ORAL 20ML. FABRICANTE LABORATORIOS VARGAS, S.A.",FARMACIA,X,FARMACIA,OTC
7591585173195,AMOXICILINA-ACIDO CLAVULANICO 875MG/125MG. X14 COMPRIMIDOS RECUBIERTOS GENVEN,FARMACIA,X,FARMACIA,RX
7591020009515,"NACLODIN 0,150MG.(CLONIDINA CLORHIDATRO) X30 TABLETAS  VALMOR",FARMACIA,X,FARMACIA,RX
7501298234601,"EUTIROX 100MCG. (LEVOTIROXINA) X50 TABLETAS  MERCK, S.A",FARMACIA,X,FARMACIA,RX
S7592806132076,"COLAYTE SOBRE 69,7 GR X 1 SOBRE RONAVA",FARMACIA,X,FARMACIA,RX
7598986003700,ATUN EN TROZOS EN AGUA TIGO LATA 160G,MISCELANEOS,"CORPORACION R3 (TIGO), C.A.",MISCELANEOS,COMESTIBLES
7706127006323,XANTE  (CICLOBENZAPRINA) 5MG X 15TAB,FARMACIA,X,FARMACIA,RX
7706127006316,XANTE (CICLOBENZAPRINA) 10MG X 15TAB,FARMACIA,X,FARMACIA,RX
7702006208239,JABON LUX ORQUIDEA NEGRA 110GR,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,CUIDADO PERSONAL
7598986000662,BEBIDA ACHOCOLATADA EN POLVO TIGO 200G,MISCELANEOS,"CORPORACION R3 (TIGO), C.A.",MISCELANEOS,COMESTIBLES
7702425933934,PAñAL HUGGIES ACTIVE SEC XG X 25 UNDS,MISCELANEOS,"DIMASSI, C.A.",MISCELANEOS,BEBE
7591519001617,METFORMINA CLORHIDRATO 500 MG X 28 TAB CALOX MOROCHO,FARMACIA,X,FARMACIA,RX
7591585177698,IBUPROFENO 600 MG X 10 COMP GENVEN,FARMACIA,X,FARMACIA,OTC
7591585111005,VIASEK 50MG X 2 CR,FARMACIA,X,FARMACIA,RX
7591585178022,MELOXICAM 15 MG X 10 COMP GENVEN,FARMACIA,X,FARMACIA,RX
7591585470225,CEFADROXILO 500MG X 10 CAP GENVEN,FARMACIA,X,FARMACIA,RX
7591585174956,METFORMINA CLORHIDRATO 850 MG X 30 COMP GENVEN,FARMACIA,X,FARMACIA,RX
7591585277459,CLOTRIMAZOL 1% CREMA X 20G GENVEN,FARMACIA,X,FARMACIA,OTC
7591585272652,LERCANIDIPINA CLORHIDRATO 10MG X 30 COMP GENVEN,FARMACIA,X,FARMACIA,RX
7591585277701,IBUPROFENO 100MG/5ML X 90ML PED GENVEN,FARMACIA,X,FARMACIA,OTC
7591585378736,"LOSARTAN POT-HTC 50MG-12,5MG X 15",FARMACIA,X,FARMACIA,RX
B7592349455830,LOPERAM 2MG BLISTER X 4TAB,FARMACIA,X,FARMACIA,OTC
7591585217141,BIOTALOL (BISOPROLOL FUMARATO) 10 MG X 30 COMP LETI,FARMACIA,X,FARMACIA,RX
7591585118080,SITAGLIS MET 50-1000MG X 28 CR,FARMACIA,X,FARMACIA,RX
7591619000534,"COROPRES HCT 32MCG-12,5MG X 30 COMP",FARMACIA,X,FARMACIA,RX
7591585378804,OLMESARTAN MEDOXOMIL 40MG X 14,FARMACIA,X,FARMACIA,RX
7707355054346,NOXPIRIN NOCHE SOBRES 15 GR X 1 SOBRE SIEGFRIED,FARMACIA,X,FARMACIA,RX
7597767000341,SUEROLITO MANZANA SOL ELECTROLITICA 75 MEQ/L / 400 ML X 1 BALKER,FARMACIA,X,FARMACIA,OTC
7891317102265,ANTROFI 1% (PROMESTRIENO) 10MG/G. CREMA VAGINAL EN TUBO 30GR. CON 20 APLICADORES EUROFARMA,FARMACIA,X,FARMACIA,RX
7591821210462,DILUXEN 60MG. X20 TABLETAS (BROMURO DE PIRIDOSTIGMINA),FARMACIA,X,FARMACIA,RX
7592803002525,DROPIL 25MG. X40 COMPRIMIDOS RECUBIERTOS (QUETIAPINA),FARMACIA,X,FARMACIA,RX
7591020009386,DUROVAL 100MG.(SILDENAFIL) X2 TABLETAS RECUBIERTAS VALMORCA,FARMACIA,X,FARMACIA,RX
7595803000126,HISOPOS COTTON STICKS X 100,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
0788070698852,"MEZHITIN 10MG. (MEMANTINA) X30 COMPRIMIDOS FABRICANTE SCAVONNE HNOS, S.A.",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7593090002403,"SULIXTRA 0,4MG. X30 CÁPSULAS DE LIBERACIÓN PROLONGADA (TAMSULOSINA CLORHIDRATO)",FARMACIA,X,FARMACIA,RX
7590027003533,VALSARTAN 80MG. X20 CAPSULAS LABORATORIOS SPEFAR,FARMACIA,X,FARMACIA,RX
7896116866189,"YASMIN 3MG-0,03MG. X21 COMPRIMIDOS RECUBIERTOS(DROSPIRENONA+ETINILESTRADIOL) FABRICANTESCHERING DO BRASIL, QUIMICA E FARMACEUTICA LTDA.",FARMACIA,X,FARMACIA,RX
7592349722758,OMEPRAZOL 20 MG MICROGRANULOS 30 CAP,FARMACIA,X,FARMACIA,RX
7592454001571,OMEPRAZOL 20 MG LA SANTE 30 CAPS,FARMACIA,X,FARMACIA,RX
S7707355054322,NOXPIRIN NOCHE 10G ACETAMINOFEN SIEGFREID  X 1 SOBRE MEYER,FARMACIA,X,FARMACIA,RX
7592454889612,LOSARTAN POTASICO 50MG/12.5MG PHARMETIQUE 30 TAB,FARMACIA,X,FARMACIA,RX
7703763720187,LEVOFLOXACINA 500MG X 7 LA SANTE,FARMACIA,X,FARMACIA,RX
7703153034726,PANTOPRAZOL 20 MG COLMED 10 TAB REC,FARMACIA,X,FARMACIA,RX
3582910028055,CLEXANE ENOXAPARINA SODICA SOLUCION INYECTABLE 40MG/0.4ML X 2 JERINGAS PRELLENADAS SANOFI,FARMACIA,X,FARMACIA,RX
7591357000391,GELATINA GELLA CEREZA MONTALBAN 90GR,MISCELANEOS,CENTRAL EL PALMAR S.A,MISCELANEOS,COMESTIBLES
7591016201084,NESTUM 3 CEREALES BOLSA 500G,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,BEBE
7613034966650,FORMULA NAN EXPERT PRO INICIO SIN LACTOSA 400G NESTLE,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,BEBE
7750778001503,"XENDA SOL OFT 0,005% 3ML DIEMA",FARMACIA,X,FARMACIA,RX
B7591818215234,CLORACE 500MG-4MG DISP X 4 TAB,FARMACIA,X,FARMACIA,OTC
7509546694566,LAVAPLATOS EN CREMA 100% CONTRA LA GRASA 235GR AXION,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,HOGAR
7598981001527,IRBESARTAN (IRGEM) TABLETAS 150 MG X 30 UNID,FARMACIA,X,FARMACIA,RX
7598981001541,IRBESARTAN (IRGEM) TABLETAS 300 MG X 30 UNID,FARMACIA,X,FARMACIA,RX
7598981001619,LAMOTRIGINA (LAGEMIN) 100MG X 10 TAB DISPERSABLES GEMALABS,FARMACIA,X,FARMACIA,RX
7597830000735,EQUIPO DE INFUSION MACROGOTERO GROSSMED,FARMACIA,X,FARMACIA,RX
7591185001010,CACHAPAS LA LLANERA,MISCELANEOS,"DISTRIBUIDORA LOS 2 RODRIGUEZ, C.A.",MISCELANEOS,COMESTIBLES
7591585112729,IZABAN (EMPAGLIFLOZINA) 10MG X 30 COMP REC LETI,FARMACIA,X,FARMACIA,RX
75971922,ATUN MARGARITA ACEITE VEGETAL 170G,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
75971953,ATUN MARGARITA AL NATURAL 170G,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7591585110800,GALBY 35MCG-2MG X 21 COMP REC LETI,FARMACIA,X,FARMACIA,RX
7591585111722,GENESA 3MG-20MCG.(DROSPIRENONA/ETINILESTRADIOL) X28 COMPRIMIDOS RECUBIERTOS LETI,FARMACIA,X,FARMACIA,RX
7590027002734,CLINDAMICINA TAB 300MG X 16 SPEFAR,FARMACIA,X,FARMACIA,RX
7591096000416,FERRONORM C.BLANDAS X30CAP,FARMACIA,X,FARMACIA,OTC
7592430000031,CENTELLA ASIATICA +ALCACHOFA X60 CAPS,FARMACIA,X,FARMACIA,OTC
7592591002066,HARINA ARAURIGUA 900GR,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7590027002567,ATORVASTATINA TAB 80MG X 20 SPEFAR,FARMACIA,X,FARMACIA,RX
7891721029097,GLUCOPHAGE XR TAB 750MG X 30 MERCK,FARMACIA,X,FARMACIA,RX
7592454003711,FLUOXETINA 20MG X 14 CAPS LA SANTE,FARMACIA,X,FARMACIA,RX
3499320002523,LOCERYL 5% LACA PARA UAS X 2.5 ML,FARMACIA,X,FARMACIA,OTC
